variable,clay_fraction,clay_fraction,clay_fraction,climate_KG,climate_KG,climate_KG,climate_insitu,climate_insitu,climate_insitu,elevation,elevation,elevation,instrument,instrument,instrument,latitude,latitude,latitude,lc_2000,lc_2000,lc_2000,lc_2005,lc_2005,lc_2005,lc_2010,lc_2010,lc_2010,lc_insitu,lc_insitu,lc_insitu,longitude,longitude,longitude,network,network,network,organic_carbon,organic_carbon,organic_carbon,sand_fraction,sand_fraction,sand_fraction,saturation,saturation,saturation,silt_fraction,silt_fraction,silt_fraction,station,station,station,timerange_from,timerange_from,timerange_from,timerange_to,timerange_to,timerange_to,variable,variable,variable,file_path,file_type
48,0.3,1.0,29.0,,,Cfa,,,unknown,,,412.0,0.5,0.5,Hydraprobe-II-Sdi-12-E,,,37.2134,,,10,,,10,,,10,,,unknown,,,-98.0969,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,Anthony,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.5,0.5,soil_moisture,ARM/Anthony/ARM_ARM_Anthony_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
49,0.3,1.0,29.0,,,Cfa,,,unknown,,,412.0,0.8,0.8,Hydraprobe-II-Sdi-12-E,,,37.2134,,,10,,,10,,,10,,,unknown,,,-98.0969,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,Anthony,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.8,0.8,soil_moisture,ARM/Anthony/ARM_ARM_Anthony_sm_0.800000_0.800000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
50,0.0,0.3,23.0,,,Cfa,,,unknown,,,386.0,0.05,0.05,Hydraprobe-II-Sdi-12-W,,,37.133,,,130,,,130,,,130,,,unknown,,,-97.266,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Ashton,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,ARM/Ashton/ARM_ARM_Ashton_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
51,0.0,0.3,23.0,,,Cfa,,,unknown,,,386.0,0.1,0.1,Hydraprobe-II-Sdi-12-W,,,37.133,,,130,,,130,,,130,,,unknown,,,-97.266,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Ashton,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,ARM/Ashton/ARM_ARM_Ashton_sm_0.100000_0.100000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
52,0.0,0.3,23.0,,,Cfa,,,unknown,,,386.0,0.2,0.2,Hydraprobe-II-Sdi-12-W,,,37.133,,,130,,,130,,,130,,,unknown,,,-97.266,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Ashton,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,ARM/Ashton/ARM_ARM_Ashton_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
53,0.3,1.0,29.0,,,Cfa,,,unknown,,,386.0,0.5,0.5,Hydraprobe-II-Sdi-12-W,,,37.133,,,130,,,130,,,130,,,unknown,,,-97.266,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,Ashton,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.5,0.5,soil_moisture,ARM/Ashton/ARM_ARM_Ashton_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
54,0.0,0.3,23.0,,,Cfa,,,unknown,,,386.0,0.05,0.05,Hydraprobe-II-Sdi-12-S,,,37.133,,,130,,,130,,,130,,,unknown,,,-97.266,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Ashton,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,ARM/Ashton/ARM_ARM_Ashton_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
55,0.0,0.3,23.0,,,Cfa,,,unknown,,,386.0,0.1,0.1,Hydraprobe-II-Sdi-12-S,,,37.133,,,130,,,130,,,130,,,unknown,,,-97.266,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Ashton,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,ARM/Ashton/ARM_ARM_Ashton_sm_0.100000_0.100000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
56,0.0,0.3,23.0,,,Cfa,,,unknown,,,386.0,0.2,0.2,Hydraprobe-II-Sdi-12-S,,,37.133,,,130,,,130,,,130,,,unknown,,,-97.266,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Ashton,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,ARM/Ashton/ARM_ARM_Ashton_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
57,0.3,1.0,29.0,,,Cfa,,,unknown,,,386.0,0.5,0.5,Hydraprobe-II-Sdi-12-S,,,37.133,,,130,,,130,,,130,,,unknown,,,-97.266,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,Ashton,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.5,0.5,soil_moisture,ARM/Ashton/ARM_ARM_Ashton_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
58,0.0,0.3,23.0,,,Cfa,,,unknown,,,386.0,0.05,0.05,Hydraprobe-II-Sdi-12-E,,,37.133,,,130,,,130,,,130,,,unknown,,,-97.266,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Ashton,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,ARM/Ashton/ARM_ARM_Ashton_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
59,0.0,0.3,23.0,,,Cfa,,,unknown,,,386.0,0.1,0.1,Hydraprobe-II-Sdi-12-E,,,37.133,,,130,,,130,,,130,,,unknown,,,-97.266,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Ashton,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,ARM/Ashton/ARM_ARM_Ashton_sm_0.100000_0.100000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
60,0.0,0.3,23.0,,,Cfa,,,unknown,,,386.0,0.2,0.2,Hydraprobe-II-Sdi-12-E,,,37.133,,,130,,,130,,,130,,,unknown,,,-97.266,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Ashton,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,ARM/Ashton/ARM_ARM_Ashton_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
61,0.3,1.0,29.0,,,Cfa,,,unknown,,,386.0,0.5,0.5,Hydraprobe-II-Sdi-12-E,,,37.133,,,130,,,130,,,130,,,unknown,,,-97.266,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,Ashton,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.5,0.5,soil_moisture,ARM/Ashton/ARM_ARM_Ashton_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
62,0.0,0.3,23.0,,,Cfa,,,unknown,,,360.0,0.05,0.05,Hydraprobe-II-Sdi-12-W,,,36.881,,,130,,,130,,,130,,,unknown,,,-98.285,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Byron,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,ARM/Byron/ARM_ARM_Byron_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
63,0.0,0.3,23.0,,,Cfa,,,unknown,,,360.0,0.1,0.1,Hydraprobe-II-Sdi-12-W,,,36.881,,,130,,,130,,,130,,,unknown,,,-98.285,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Byron,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,ARM/Byron/ARM_ARM_Byron_sm_0.100000_0.100000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
64,0.0,0.3,23.0,,,Cfa,,,unknown,,,360.0,0.2,0.2,Hydraprobe-II-Sdi-12-W,,,36.881,,,130,,,130,,,130,,,unknown,,,-98.285,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Byron,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,ARM/Byron/ARM_ARM_Byron_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
65,0.3,1.0,29.0,,,Cfa,,,unknown,,,360.0,0.5,0.5,Hydraprobe-II-Sdi-12-W,,,36.881,,,130,,,130,,,130,,,unknown,,,-98.285,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,Byron,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.5,0.5,soil_moisture,ARM/Byron/ARM_ARM_Byron_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
66,0.0,0.3,23.0,,,Cfa,,,unknown,,,360.0,0.05,0.05,Hydraprobe-II-Sdi-12-S,,,36.881,,,130,,,130,,,130,,,unknown,,,-98.285,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Byron,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,ARM/Byron/ARM_ARM_Byron_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
67,0.0,0.3,23.0,,,Cfa,,,unknown,,,360.0,0.1,0.1,Hydraprobe-II-Sdi-12-S,,,36.881,,,130,,,130,,,130,,,unknown,,,-98.285,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Byron,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,ARM/Byron/ARM_ARM_Byron_sm_0.100000_0.100000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
68,0.0,0.3,23.0,,,Cfa,,,unknown,,,360.0,0.2,0.2,Hydraprobe-II-Sdi-12-S,,,36.881,,,130,,,130,,,130,,,unknown,,,-98.285,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Byron,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,ARM/Byron/ARM_ARM_Byron_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
69,0.3,1.0,29.0,,,Cfa,,,unknown,,,360.0,0.5,0.5,Hydraprobe-II-Sdi-12-S,,,36.881,,,130,,,130,,,130,,,unknown,,,-98.285,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,Byron,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.5,0.5,soil_moisture,ARM/Byron/ARM_ARM_Byron_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
70,0.0,0.3,23.0,,,Cfa,,,unknown,,,360.0,0.05,0.05,Hydraprobe-II-Sdi-12-E,,,36.881,,,130,,,130,,,130,,,unknown,,,-98.285,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Byron,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,ARM/Byron/ARM_ARM_Byron_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
71,0.0,0.3,23.0,,,Cfa,,,unknown,,,360.0,0.1,0.1,Hydraprobe-II-Sdi-12-E,,,36.881,,,130,,,130,,,130,,,unknown,,,-98.285,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Byron,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,ARM/Byron/ARM_ARM_Byron_sm_0.100000_0.100000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
72,0.0,0.3,23.0,,,Cfa,,,unknown,,,360.0,0.2,0.2,Hydraprobe-II-Sdi-12-E,,,36.881,,,130,,,130,,,130,,,unknown,,,-98.285,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Byron,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,ARM/Byron/ARM_ARM_Byron_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
73,0.3,1.0,29.0,,,Cfa,,,unknown,,,360.0,0.5,0.5,Hydraprobe-II-Sdi-12-E,,,36.881,,,130,,,130,,,130,,,unknown,,,-98.285,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,Byron,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.5,0.5,soil_moisture,ARM/Byron/ARM_ARM_Byron_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
74,0.0,0.3,23.0,,,Cfa,,,unknown,,,318.0,0.05,0.05,Hydraprobe-II-Sdi-12-W,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
75,0.0,0.3,23.0,,,Cfa,,,unknown,,,318.0,0.1,0.1,Hydraprobe-II-Sdi-12-W,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.100000_0.100000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
76,0.0,0.3,23.0,,,Cfa,,,unknown,,,318.0,0.2,0.2,Hydraprobe-II-Sdi-12-W,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
77,0.3,1.0,29.0,,,Cfa,,,unknown,,,318.0,0.5,0.5,Hydraprobe-II-Sdi-12-W,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.5,0.5,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
78,0.3,1.0,29.0,,,Cfa,,,unknown,,,318.0,0.75,0.75,Hydraprobe-II-Sdi-12-W,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.75,0.75,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.750000_0.750000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
79,0.0,0.3,23.0,,,Cfa,,,unknown,,,318.0,0.05,0.05,Hydraprobe-II-Sdi-12-S,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
80,0.0,0.3,23.0,,,Cfa,,,unknown,,,318.0,0.1,0.1,Hydraprobe-II-Sdi-12-S,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.100000_0.100000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
81,0.0,0.3,23.0,,,Cfa,,,unknown,,,318.0,0.2,0.2,Hydraprobe-II-Sdi-12-S,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
82,0.3,1.0,29.0,,,Cfa,,,unknown,,,318.0,0.5,0.5,Hydraprobe-II-Sdi-12-S,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.5,0.5,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
83,0.0,0.3,23.0,,,Cfa,,,unknown,,,318.0,0.05,0.05,Hydraprobe-II-Sdi-12-E,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
84,0.0,0.3,23.0,,,Cfa,,,unknown,,,318.0,0.1,0.1,Hydraprobe-II-Sdi-12-E,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.100000_0.100000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
85,0.0,0.3,23.0,,,Cfa,,,unknown,,,318.0,0.2,0.2,Hydraprobe-II-Sdi-12-E,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
86,0.3,1.0,29.0,,,Cfa,,,unknown,,,318.0,0.5,0.5,Hydraprobe-II-Sdi-12-E,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.5,0.5,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
87,0.3,1.0,29.0,,,Cfa,,,unknown,,,318.0,0.75,0.75,Hydraprobe-II-Sdi-12-E,,,36.605,,,130,,,130,,,130,,,unknown,,,-97.485,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,Lamont-CF1,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.75,0.75,soil_moisture,ARM/Lamont-CF1/ARM_ARM_Lamont-CF1_sm_0.750000_0.750000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
88,0.0,0.3,23.0,,,Cfa,,,unknown,,,417.0,0.05,0.05,Hydraprobe-II-Sdi-12-W,,,37.0694,,,130,,,130,,,130,,,unknown,,,-97.7606,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,MapleCity,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,ARM/MapleCity/ARM_ARM_MapleCity_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
89,0.0,0.3,23.0,,,Cfa,,,unknown,,,417.0,0.1,0.1,Hydraprobe-II-Sdi-12-W,,,37.0694,,,130,,,130,,,130,,,unknown,,,-97.7606,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,MapleCity,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,ARM/MapleCity/ARM_ARM_MapleCity_sm_0.100000_0.100000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
90,0.0,0.3,23.0,,,Cfa,,,unknown,,,417.0,0.2,0.2,Hydraprobe-II-Sdi-12-W,,,37.0694,,,130,,,130,,,130,,,unknown,,,-97.7606,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,MapleCity,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,ARM/MapleCity/ARM_ARM_MapleCity_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
91,0.3,1.0,29.0,,,Cfa,,,unknown,,,417.0,0.5,0.5,Hydraprobe-II-Sdi-12-W,,,37.0694,,,130,,,130,,,130,,,unknown,,,-97.7606,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,MapleCity,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.5,0.5,soil_moisture,ARM/MapleCity/ARM_ARM_MapleCity_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-W_20171005_20190311.stm,header_values
92,0.0,0.3,23.0,,,Cfa,,,unknown,,,417.0,0.05,0.05,Hydraprobe-II-Sdi-12-S,,,37.0694,,,130,,,130,,,130,,,unknown,,,-97.7606,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,MapleCity,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,ARM/MapleCity/ARM_ARM_MapleCity_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
93,0.0,0.3,23.0,,,Cfa,,,unknown,,,417.0,0.1,0.1,Hydraprobe-II-Sdi-12-S,,,37.0694,,,130,,,130,,,130,,,unknown,,,-97.7606,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,MapleCity,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,ARM/MapleCity/ARM_ARM_MapleCity_sm_0.100000_0.100000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
94,0.0,0.3,23.0,,,Cfa,,,unknown,,,417.0,0.2,0.2,Hydraprobe-II-Sdi-12-S,,,37.0694,,,130,,,130,,,130,,,unknown,,,-97.7606,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,MapleCity,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.2,0.2,soil_moisture,ARM/MapleCity/ARM_ARM_MapleCity_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
95,0.3,1.0,29.0,,,Cfa,,,unknown,,,417.0,0.5,0.5,Hydraprobe-II-Sdi-12-S,,,37.0694,,,130,,,130,,,130,,,unknown,,,-97.7606,,,ARM,0.3,1.0,0.57,0.3,1.0,29.0,0.3,1.0,0.44,0.3,1.0,42.0,,,MapleCity,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.5,0.5,soil_moisture,ARM/MapleCity/ARM_ARM_MapleCity_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-S_20171005_20190311.stm,header_values
96,0.0,0.3,23.0,,,Cfa,,,unknown,,,417.0,0.05,0.05,Hydraprobe-II-Sdi-12-E,,,37.0694,,,130,,,130,,,130,,,unknown,,,-97.7606,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,MapleCity,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.05,0.05,soil_moisture,ARM/MapleCity/ARM_ARM_MapleCity_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
97,0.0,0.3,23.0,,,Cfa,,,unknown,,,417.0,0.1,0.1,Hydraprobe-II-Sdi-12-E,,,37.0694,,,130,,,130,,,130,,,unknown,,,-97.7606,,,ARM,0.0,0.3,1.27,0.0,0.3,36.0,0.0,0.3,0.46,0.0,0.3,41.0,,,MapleCity,,,2017-10-05 00:00:00,,,2019-03-11 00:00:00,0.1,0.1,soil_moisture,ARM/MapleCity/ARM_ARM_MapleCity_sm_0.100000_0.100000_Hydraprobe-II-Sdi-12-E_20171005_20190311.stm,header_values
